LDC	TEDL15_EVAL_00393	法国	CMN_DF_000020_20150108_F00100074:1004-1005	m.0f8l9c	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_11995	巴黎	CMN_DF_000020_20150108_F00100074:1021-1022	m.05qtj	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_28435	闫桥	CMN_DF_000020_20150108_F00100074:104-105	NIL04434	PER	NAM	1.0	N	N	Y
LDC	TEDL15_EVAL_13147	法国	CMN_DF_000020_20150108_F00100074:1138-1139	m.0f8l9c	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_15580	孔滕托	CMN_DF_000020_20150108_F00100074:1145-1147	NIL02611	PER	NAM	1.0	Y	Y	Y
LDC	TEDL15_EVAL_30889	基地	CMN_DF_000020_20150108_F00100074:1256-1257	m.0v74	ORG	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_28828	查理周刊	CMN_DF_000020_20150108_F00100074:1336-1339	m.06z90w	ORG	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_04377	穆罕默德	CMN_DF_000020_20150108_F00100074:1346-1349	m.04s9n	PER	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_13445	穆罕默德	CMN_DF_000020_20150108_F00100074:1362-1365	m.04s9n	PER	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_11145	查理周刊	CMN_DF_000020_20150108_F00100074:1389-1392	m.06z90w	ORG	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_15153	法国	CMN_DF_000020_20150108_F00100074:140-141	m.0f8l9c	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_09137	穆罕默德	CMN_DF_000020_20150108_F00100074:1401-1404	m.04s9n	PER	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_19333	巴黎	CMN_DF_000020_20150108_F00100074:1412-1413	m.05qtj	GPE	NAM	1.0	N	N	N
LDC	TEDL15_EVAL_13540	巴黎大清真寺	CMN_DF_000020_20150108_F00100074:1412-1417	m.0bwf2l	ORG	NAM	1.0	Y	N	N
LDC	TEDL15_EVAL_05892	法国	CMN_DF_000020_20150108_F00100074:1419-1420	m.0f8l9c	GPE	NAM	1.0	N	N	N
